ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
9955,1954,Bachelor,Living Together,39898.0,0,1,02/12/2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP
3690,1986,Master,Married,80141.0,0,0,01/11/2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP
9260,1945,PhD,Married,70356.0,0,0,11/05/2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA
9648,1967,Bachelor,Single,46904.0,1,1,11/03/2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP
4702,1964,Bachelor,Single,61839.0,0,0,08/12/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP
2811,1963,PhD,Single,48918.0,1,1,04/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP
9150,1963,PhD,Single,48918.0,1,1,04/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP
10127,1965,Bachelor,Married,58692.0,0,1,04/06/2014,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,CA
2666,1972,Master,Married,76234.0,0,1,02/06/2014,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA
10099,1984,Bachelor,Married,55434.0,1,0,10/05/2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA
10128,1958,Bachelor,Living Together,53977.0,0,1,06/08/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA
9284,1958,Bachelor,Living Together,53977.0,0,1,06/08/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP
8369,1987,Bachelor,Living Together,18227.0,1,0,11/08/2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP
6233,1976,Bachelor,Married,65991.0,0,1,09/07/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP
1501,1982,PhD,Married,160803.0,0,0,08/04/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,US
10766,1964,PhD,Married,65526.0,0,1,04/11/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP
9971,1964,PhD,Married,65526.0,0,1,04/11/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA
1740,1944,Bachelor,Married,55956.0,0,0,04/07/2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP
8737,1978,Bachelor,Divorced,55563.0,0,1,04/05/2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP
6466,1965,PhD,Married,57236.0,1,1,03/12/2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP
10430,1973,Bachelor,Divorced,89694.0,1,1,10/09/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS
4088,1962,PhD,Living Together,31497.0,0,1,12/06/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP
4971,1962,PhD,Living Together,31497.0,0,1,12/06/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA
6892,1968,Bachelor,Divorced,61671.0,0,1,06/03/2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,SP
9485,1986,PhD,Married,45921.0,0,0,03/10/2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA
6646,1984,Bachelor,Living Together,16529.0,1,0,03/01/2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA
7861,1952,Master,Married,77027.0,0,1,02/05/2014,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP
10711,1945,Bachelor,Married,69755.0,0,0,10/02/2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,SA
2782,1961,PhD,Married,54456.0,0,1,07/11/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP
9432,1977,Bachelor,Living Together,666666.0,1,0,06/02/2013,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA
5872,1951,Bachelor,Single,60689.0,0,1,06/01/2013,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US
2428,1970,Bachelor,Married,28164.0,1,0,05/04/2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,GER
1162,1987,PhD,Single,42000.0,0,0,01/10/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,SP
10643,1987,PhD,Single,42000.0,0,0,01/10/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,AUS
11112,1966,Bachelor,Living Together,70713.0,0,1,12/03/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,SP
6983,1950,Master,Divorced,38054.0,1,1,05/01/2014,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND
4286,1970,PhD,Single,57642.0,0,1,01/09/2014,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND
3153,1957,PhD,Single,40737.0,2,1,12/08/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA
5991,1949,Master,Married,48150.0,0,1,06/08/2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER
9909,1996,Master,Married,7500.0,0,0,11/09/2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AUS
5907,1952,Master,Married,33444.0,1,1,11/03/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP
793,1973,Bachelor,Married,20895.0,1,0,10/06/2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS
8832,1976,Master,Living Together,37509.0,1,0,09/12/2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER
1523,1973,Bachelor,Married,59041.0,1,1,05/07/2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA
2829,1955,Bachelor,Married,65210.0,0,1,03/10/2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA
8492,1978,Bachelor,Living Together,75437.0,0,0,11/09/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP
5684,1971,Master,Divorced,44635.0,1,1,10/11/2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
1456,1979,Bachelor,Single,60474.0,0,1,04/01/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND
2849,1979,Bachelor,Single,60474.0,0,1,04/01/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA
5628,1982,Bachelor,Living Together,61416.0,0,0,02/08/2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US
7627,1975,Master,Married,92163.0,0,0,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP
10196,1978,Bachelor,Married,71427.0,2,0,03/12/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US
6182,1984,Bachelor,Living Together,26646.0,1,0,02/10/2014,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US
4220,1970,PhD,Married,59892.0,0,1,11/02/2013,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA
1940,1986,Bachelor,Married,25252.0,1,0,07/12/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS
1361,1974,Master,Married,82584.0,0,0,06/04/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP
7458,1956,Master,Living Together,34941.0,1,1,03/06/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS
6818,1974,Bachelor,Married,44989.0,0,1,09/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
7807,1974,Bachelor,Married,44989.0,0,1,09/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP
5564,1969,Bachelor,Living Together,62882.0,0,1,08/09/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS
3091,1981,Master,Living Together,75774.0,1,0,05/02/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA
762,1981,Master,Living Together,75774.0,1,0,05/02/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP
10981,1988,Bachelor,Married,84219.0,0,0,02/02/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA
486,1988,Bachelor,Married,84219.0,0,0,02/02/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA
1158,1966,Bachelor,Divorced,48877.0,0,1,01/05/2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP
9119,1950,Bachelor,Living Together,60905.0,0,1,12/05/2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US
2286,1962,Bachelor,Single,50785.0,1,1,09/10/2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA
8420,1970,Master,Married,15315.0,0,0,08/03/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
10065,1970,Master,Married,15315.0,0,0,08/03/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP
1029,1970,PhD,Living Together,64413.0,0,1,08/01/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP
4207,1981,PhD,Married,87171.0,0,0,05/01/2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP
10390,1959,Master,Married,26887.0,0,1,02/10/2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP
709,1952,Bachelor,Divorced,51537.0,0,1,12/09/2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA
8486,1971,Master,Living Together,30538.0,1,0,10/01/2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP
6652,1965,Bachelor,Married,77343.0,0,0,06/09/2014,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA
8746,1989,Bachelor,Married,75433.0,1,0,04/05/2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP
4686,1962,PhD,Widow,82571.0,0,0,04/02/2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP
498,1970,Bachelor,Single,30015.0,1,0,02/02/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP
10736,1971,Bachelor,Single,72258.0,0,1,09/12/2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA
10163,1984,PhD,Single,82733.0,0,0,09/10/2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP
626,1951,Bachelor,Married,32871.0,1,1,03/09/2013,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US
3870,1978,Master,Living Together,63855.0,0,0,02/09/2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER
6299,1968,PhD,Divorced,42564.0,0,1,01/02/2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA
10971,1977,Bachelor,Single,37774.0,2,0,09/03/2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP
6679,1966,Bachelor,Single,33279.0,0,0,06/12/2014,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP
5961,1978,Bachelor,Married,42693.0,1,0,06/07/2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP
6255,1952,Master,Living Together,70545.0,0,1,06/03/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS
8614,1957,Bachelor,Widow,65486.0,0,1,05/12/2014,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS
1277,1960,Bachelor,Living Together,78468.0,0,0,04/09/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US
4137,1948,Bachelor,Living Together,70666.0,0,0,12/06/2013,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS
9316,1952,High School,Living Together,13084.0,0,0,11/02/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US
2036,1973,PhD,Living Together,57906.0,0,1,06/11/2013,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND
9495,1982,Bachelor,Living Together,71853.0,0,0,05/08/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
2631,1982,Bachelor,Living Together,71853.0,0,0,05/08/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
615,1960,Bachelor,Living Together,30507.0,0,0,03/11/2013,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP
10061,1950,Bachelor,Married,59462.0,0,1,01/05/2013,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US
10619,1994,Bachelor,Single,95529.0,0,0,12/03/2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA
4945,1953,Bachelor,Widow,53653.0,0,0,11/07/2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP
1777,1980,High School,Married,25965.0,0,0,09/07/2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP
4023,1970,Bachelor,Married,22979.0,1,0,09/06/2012,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP
7922,1951,PhD,Single,64950.0,0,1,08/12/2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA
2186,1977,Master,Living Together,82326.0,0,0,03/10/2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP
10548,1995,Bachelor,Single,71163.0,0,0,03/09/2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER
6384,1978,Bachelor,Divorced,71022.0,0,1,02/11/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US
6859,1987,Bachelor,Single,29236.0,1,0,10/08/2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP
271,1969,Bachelor,Widow,40590.0,1,1,10/02/2013,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
7699,1969,Bachelor,Widow,40590.0,1,1,10/02/2013,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
7873,1973,PhD,Living Together,63516.0,1,1,07/06/2013,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA
8314,1982,Bachelor,Married,79908.0,0,0,04/05/2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP
3762,1986,PhD,Single,69867.0,0,0,04/02/2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA
10383,1966,Bachelor,Divorced,70287.0,0,0,04/02/2013,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS
5289,1975,Master,Single,41658.0,1,1,11/09/2012,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS
347,1976,Bachelor,Divorced,40780.0,0,1,09/08/2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA
7411,1964,PhD,Married,31686.0,1,1,06/05/2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
3107,1976,Bachelor,Living Together,71322.0,0,1,05/02/2014,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS
1503,1976,PhD,Living Together,162397.0,1,1,06/03/2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP
5710,1970,Bachelor,Living Together,40548.0,0,1,10/10/2012,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,AUS
2882,1975,Master,Divorced,67893.0,0,1,10/01/2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA
5342,1976,High School,Divorced,9548.0,1,0,08/08/2012,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA
3262,1958,Bachelor,Single,68281.0,0,0,08/07/2012,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP
9449,1958,PhD,Single,79761.0,0,1,10/04/2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA
8104,1951,PhD,Married,53312.0,0,0,08/09/2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP
6421,1961,Bachelor,Living Together,88347.0,0,0,07/03/2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP
6177,1985,PhD,Married,33454.0,1,0,05/08/2013,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US
3517,1952,Bachelor,Single,40887.0,1,1,05/06/2013,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP
4377,1971,Bachelor,Married,52914.0,0,1,01/07/2013,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA
5544,1970,Bachelor,Single,67384.0,0,1,11/10/2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP
6497,1960,Bachelor,Married,51651.0,0,1,11/07/2012,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS
5117,1963,Master,Married,32632.0,0,0,08/02/2012,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP
7725,1965,Master,Married,76800.0,0,0,03/08/2014,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND
2868,1949,PhD,Single,26518.0,1,1,04/08/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US
6050,1975,Master,Married,57036.0,0,1,12/11/2012,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND
9204,1970,Bachelor,Widow,66731.0,0,1,09/12/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP
8086,1959,Bachelor,Married,42243.0,1,1,12/11/2013,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA
9097,1956,Bachelor,Divorced,46086.0,0,1,11/03/2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP
7631,1978,Master,Living Together,61346.0,1,0,10/06/2013,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND
7275,1971,Master,Single,33316.0,1,1,10/04/2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US
8334,1971,Master,Single,33316.0,1,1,10/04/2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP
7034,1978,Master,Married,25804.0,1,0,09/01/2013,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA
3934,1966,Bachelor,Married,61286.0,0,1,08/02/2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,IND
2493,1966,Bachelor,Married,61286.0,0,1,08/02/2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,GER
8908,1959,Bachelor,Married,87195.0,0,0,05/08/2014,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,CA
738,1981,Master,Single,42395.0,1,1,04/04/2014,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,IND
10129,1966,Bachelor,Living Together,82427.0,0,0,03/12/2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,SP
3334,1951,Bachelor,Married,94642.0,0,0,02/12/2014,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,SP
35,1987,Bachelor,Married,25545.0,1,0,09/08/2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP
8041,1971,PhD,Widow,47111.0,0,1,09/08/2012,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA
9206,1968,Bachelor,Living Together,77382.0,0,1,01/07/2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,SP
6885,1977,Bachelor,Divorced,32952.0,1,0,12/01/2013,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA
942,1982,Bachelor,Single,39660.0,1,0,08/08/2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,SP
6428,1950,PhD,Widow,76842.0,0,0,05/03/2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP
7235,1975,Master,Married,17003.0,1,0,12/09/2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,GER
8527,1965,Master,Living Together,65735.0,1,1,12/07/2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP
1968,1971,Bachelor,Widow,45684.0,1,0,12/02/2013,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SA
10377,1958,Master,Living Together,46692.0,0,1,06/06/2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,SP
5336,1971,Master,Living Together,157733.0,1,0,06/04/2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP
10350,1950,PhD,Married,54432.0,2,1,05/09/2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,SP
11100,1972,Bachelor,Divorced,51813.0,1,1,04/11/2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,CA
10591,1969,Bachelor,Widow,43638.0,0,1,08/06/2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP
2174,1954,Bachelor,Single,46344.0,1,1,03/08/2014,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,US
10858,1975,Bachelor,Living Together,76532.0,1,1,09/09/2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP
8925,1965,Master,Married,70053.0,0,1,07/03/2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP
2499,1958,Master,Single,75342.0,0,1,05/06/2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,SP
10967,1963,Bachelor,Divorced,33378.0,1,1,02/06/2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,SA
2098,1969,PhD,Married,33581.0,2,0,01/08/2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
1773,1978,Master,Married,12393.0,0,0,12/04/2012,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,SA
4856,1957,Master,Married,82347.0,0,0,11/06/2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,IND
8722,1957,Master,Married,82347.0,0,0,11/06/2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,CA
2156,1955,PhD,Married,22554.0,1,1,11/03/2012,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP
2569,1987,Bachelor,Married,17323.0,0,0,10/10/2012,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,US
10151,1960,Bachelor,Divorced,62204.0,0,2,09/12/2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,SP
10473,1956,PhD,Widow,78028.0,0,1,09/10/2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,SP
7079,1962,Bachelor,Divorced,63887.0,0,1,09/08/2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,SA
49,1970,Bachelor,Single,20587.0,1,0,05/11/2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA
4973,1970,Bachelor,Single,20587.0,1,0,05/11/2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,CA
6387,1976,PhD,Living Together,52190.0,1,1,05/08/2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,SA
7901,1971,Master,Married,34109.0,0,1,11/06/2013,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,AUS
5835,1976,PhD,Divorced,14849.0,1,0,07/02/2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP
6919,1978,Master,Married,26224.0,1,0,06/04/2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP
4201,1962,Bachelor,Single,57967.0,0,1,03/03/2013,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,IND
5092,1949,PhD,Widow,51569.0,0,1,02/12/2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,0,SP
6566,1954,PhD,Married,72550.0,1,1,11/08/2012,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,AUS
6613,1970,Master,Married,44511.0,1,0,10/12/2012,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,AUS
9094,1955,Master,Married,62972.0,0,1,08/03/2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,SP
9847,1955,Master,Married,62972.0,0,1,08/03/2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,SP
1458,1982,Master,Married,21059.0,1,0,01/07/2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,SP
4654,1992,Bachelor,Living Together,75114.0,0,0,11/07/2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,SA
6103,1948,Bachelor,Married,42192.0,0,0,09/06/2013,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,AUS
8147,1960,Bachelor,Married,31454.0,1,1,07/06/2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,SP
7431,1991,PhD,Single,68126.0,0,0,11/10/2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,1,0,CA
7503,1976,Bachelor,Single,75825.0,0,0,10/12/2012,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,1,0,GER
8783,1950,Bachelor,Married,57045.0,0,1,09/08/2012,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,AUS
